citizenId,name,gender,dob,occupation,incomeCategory,mobile
C04119,Citizen_4119,M,1994-04-02,Unemployed,High,9000004118
C04120,Citizen_4120,F,1993-10-19,Student,Low,9000004119
C04121,Citizen_4121,F,1982-05-20,Government Employee,Middle,9000004120
C04122,Citizen_4122,F,1965-05-13,Retired,Middle,9000004121
C04123,Citizen_4123,M,1987-07-17,Unemployed,Middle,9000004122
C04124,Citizen_4124,F,1964-09-11,Retired,Low,9000004123
C04125,Citizen_4125,M,1987-05-12,Unemployed,Low,9000004124
C04126,Citizen_4126,F,2002-10-26,Student,Middle,9000004125
C04127,Citizen_4127,M,1979-04-25,Agricultural Labour,High,9000004126
C04128,Citizen_4128,M,2000-11-15,Government Employee,High,9000004127
C04129,Citizen_4129,M,1961-12-02,Private Employee,Middle,9000004128
C04130,Citizen_4130,F,1987-06-25,Government Employee,Low,9000004129
C04131,Citizen_4131,F,2005-08-16,Government Employee,Low,9000004130
C04132,Citizen_4132,M,1966-07-16,Retired,Low,9000004131
C04133,Citizen_4133,M,1986-02-12,Business Owner,High,9000004132
C04134,Citizen_4134,F,2003-03-01,Agricultural Labour,Low,9000004133
C04135,Citizen_4135,F,2002-01-05,Student,Middle,9000004134
C04136,Citizen_4136,F,1980-01-22,Farmer,Middle,9000004135
C04137,Citizen_4137,F,1997-01-17,Farmer,High,9000004136
C04138,Citizen_4138,M,1996-08-13,Retired,Low,9000004137
C04139,Citizen_4139,F,1968-05-13,Agricultural Labour,Middle,9000004138
C04140,Citizen_4140,M,1960-04-26,Business Owner,Low,9000004139
C04141,Citizen_4141,M,2009-11-02,Farmer,Low,9000004140
C04142,Citizen_4142,M,1978-04-11,Private Employee,High,9000004141
C04143,Citizen_4143,F,1999-04-01,Retired,High,9000004142
C04144,Citizen_4144,F,1966-08-19,Unemployed,Middle,9000004143
C04145,Citizen_4145,F,1986-07-05,Retired,High,9000004144
C04146,Citizen_4146,M,1982-02-17,Unemployed,Low,9000004145
C04147,Citizen_4147,M,1981-03-15,Student,High,9000004146
C04148,Citizen_4148,F,1963-01-06,Private Employee,Low,9000004147
C04149,Citizen_4149,M,1968-04-10,Farmer,Middle,9000004148
C04150,Citizen_4150,F,2007-08-15,Agricultural Labour,Low,9000004149
C04151,Citizen_4151,F,1965-11-12,Farmer,Middle,9000004150
C04152,Citizen_4152,M,1993-11-06,Farmer,Middle,9000004151
C04153,Citizen_4153,M,1986-07-14,Farmer,High,9000004152
C04154,Citizen_4154,M,1971-04-19,Private Employee,Middle,9000004153
C04155,Citizen_4155,F,2009-05-16,Farmer,High,9000004154
C04156,Citizen_4156,F,1972-07-03,Student,Low,9000004155
C04157,Citizen_4157,F,1985-10-11,Business Owner,Middle,9000004156
C04158,Citizen_4158,F,1969-01-05,Private Employee,Middle,9000004157
C04159,Citizen_4159,M,1976-09-18,Unemployed,Low,9000004158
C04160,Citizen_4160,M,1975-08-08,Retired,Low,9000004159
C04161,Citizen_4161,F,1983-01-08,Agricultural Labour,Low,9000004160
C04162,Citizen_4162,M,2004-03-13,Unemployed,High,9000004161
C04163,Citizen_4163,M,1976-02-20,Government Employee,High,9000004162
C04164,Citizen_4164,F,1960-07-03,Farmer,Middle,9000004163
C04165,Citizen_4165,F,2010-02-28,Agricultural Labour,Low,9000004164
C04166,Citizen_4166,M,2006-06-28,Unemployed,High,9000004165
C04167,Citizen_4167,M,1979-12-16,Unemployed,High,9000004166
C04168,Citizen_4168,M,1978-02-02,Government Employee,Middle,9000004167
C04169,Citizen_4169,M,1977-02-07,Agricultural Labour,High,9000004168
C04170,Citizen_4170,M,1967-09-21,Agricultural Labour,Middle,9000004169
C04171,Citizen_4171,M,1981-02-23,Government Employee,Low,9000004170
C04172,Citizen_4172,F,2000-02-15,Farmer,Middle,9000004171
C04173,Citizen_4173,F,1988-01-17,Student,Middle,9000004172
C04174,Citizen_4174,M,1996-12-09,Farmer,Middle,9000004173
C04175,Citizen_4175,F,1966-05-22,Retired,High,9000004174
C04176,Citizen_4176,M,1964-01-07,Agricultural Labour,Middle,9000004175
C04177,Citizen_4177,F,2008-07-09,Student,Middle,9000004176
C04178,Citizen_4178,M,2008-03-15,Student,High,9000004177
C04179,Citizen_4179,F,1998-05-26,Farmer,Middle,9000004178
C04180,Citizen_4180,F,1961-04-07,Retired,Middle,9000004179
C04181,Citizen_4181,F,1999-11-19,Retired,Low,9000004180
C04182,Citizen_4182,M,1975-10-04,Government Employee,Middle,9000004181
C04183,Citizen_4183,F,1965-03-27,Unemployed,Middle,9000004182
C04184,Citizen_4184,M,1960-07-01,Government Employee,Low,9000004183
C04185,Citizen_4185,F,2008-08-12,Government Employee,Low,9000004184
C04186,Citizen_4186,M,1982-08-13,Government Employee,Low,9000004185
C04187,Citizen_4187,M,1965-01-18,Unemployed,High,9000004186
C04188,Citizen_4188,F,1978-07-26,Agricultural Labour,Low,9000004187
C04189,Citizen_4189,F,1974-07-02,Unemployed,Middle,9000004188
C04190,Citizen_4190,M,1963-05-15,Business Owner,High,9000004189
C04191,Citizen_4191,F,1989-10-10,Unemployed,High,9000004190
C04192,Citizen_4192,F,1992-05-17,Agricultural Labour,Middle,9000004191
C04193,Citizen_4193,M,2001-04-13,Agricultural Labour,Low,9000004192
C04194,Citizen_4194,M,1989-08-01,Agricultural Labour,Middle,9000004193
C04195,Citizen_4195,F,2008-04-21,Retired,Middle,9000004194
C04196,Citizen_4196,F,1998-04-26,Government Employee,Low,9000004195
C04197,Citizen_4197,F,1993-02-04,Agricultural Labour,Middle,9000004196
C04198,Citizen_4198,M,1996-12-25,Unemployed,Low,9000004197
C04199,Citizen_4199,M,1977-10-01,Private Employee,Low,9000004198
C04200,Citizen_4200,F,1978-05-03,Student,Middle,9000004199
C04201,Citizen_4201,F,1988-05-08,Government Employee,Low,9000004200
C04202,Citizen_4202,F,2002-10-24,Unemployed,High,9000004201
C04203,Citizen_4203,F,1983-03-08,Agricultural Labour,Middle,9000004202
C04204,Citizen_4204,M,1973-12-08,Student,Low,9000004203
C04205,Citizen_4205,M,2008-01-10,Private Employee,Middle,9000004204
C04206,Citizen_4206,F,1982-04-24,Unemployed,High,9000004205
C04207,Citizen_4207,M,2007-10-16,Retired,Low,9000004206
C04208,Citizen_4208,M,1989-04-19,Business Owner,Middle,9000004207
C04209,Citizen_4209,M,1977-09-16,Private Employee,Low,9000004208
C04210,Citizen_4210,F,1993-07-28,Student,High,9000004209
C04211,Citizen_4211,M,1999-03-28,Retired,High,9000004210
C04212,Citizen_4212,F,1995-08-22,Agricultural Labour,Middle,9000004211
C04213,Citizen_4213,M,1975-05-19,Government Employee,Low,9000004212
C04214,Citizen_4214,F,1998-07-15,Farmer,Middle,9000004213
C04215,Citizen_4215,M,1983-06-18,Agricultural Labour,Middle,9000004214
C04216,Citizen_4216,M,1980-08-20,Private Employee,Low,9000004215
C04217,Citizen_4217,M,1984-03-11,Farmer,Middle,9000004216
C04218,Citizen_4218,M,1983-05-13,Business Owner,Middle,9000004217
C04219,Citizen_4219,M,1997-09-23,Retired,Low,9000004218
C04220,Citizen_4220,M,1978-11-21,Student,Middle,9000004219
C04221,Citizen_4221,F,1960-04-20,Government Employee,Middle,9000004220
C04222,Citizen_4222,M,1990-12-27,Agricultural Labour,High,9000004221
C04223,Citizen_4223,F,1985-12-19,Private Employee,Middle,9000004222
C04224,Citizen_4224,F,1968-10-27,Farmer,Middle,9000004223
C04225,Citizen_4225,M,1999-03-13,Farmer,Low,9000004224
C04226,Citizen_4226,M,2002-02-26,Agricultural Labour,High,9000004225
C04227,Citizen_4227,M,1965-06-14,Agricultural Labour,Middle,9000004226
C04228,Citizen_4228,M,1997-08-07,Business Owner,Middle,9000004227
C04229,Citizen_4229,M,1968-02-28,Government Employee,Low,9000004228
C04230,Citizen_4230,M,2003-12-18,Private Employee,High,9000004229
C04231,Citizen_4231,M,1993-05-22,Unemployed,High,9000004230
C04232,Citizen_4232,M,2008-11-22,Unemployed,Middle,9000004231
C04233,Citizen_4233,M,1972-11-07,Agricultural Labour,Low,9000004232
C04234,Citizen_4234,F,2002-05-17,Agricultural Labour,Middle,9000004233
C04235,Citizen_4235,F,2000-04-21,Unemployed,Middle,9000004234
C04236,Citizen_4236,F,2006-07-03,Private Employee,Low,9000004235
C04237,Citizen_4237,M,2009-09-18,Private Employee,Low,9000004236
C04238,Citizen_4238,M,1986-04-25,Agricultural Labour,High,9000004237
C04239,Citizen_4239,F,1978-02-16,Unemployed,Low,9000004238
C04240,Citizen_4240,M,1961-03-07,Unemployed,Middle,9000004239
C04241,Citizen_4241,M,2004-11-14,Government Employee,Middle,9000004240
C04242,Citizen_4242,M,1980-11-20,Agricultural Labour,Middle,9000004241
C04243,Citizen_4243,F,1987-05-01,Government Employee,Low,9000004242
C04244,Citizen_4244,M,2010-10-22,Agricultural Labour,High,9000004243
C04245,Citizen_4245,M,2002-03-11,Private Employee,High,9000004244
C04246,Citizen_4246,M,2000-07-26,Retired,Low,9000004245
C04247,Citizen_4247,M,1984-10-08,Retired,High,9000004246
C04248,Citizen_4248,F,1998-10-19,Student,Low,9000004247
C04249,Citizen_4249,M,1980-03-20,Unemployed,Middle,9000004248
C04250,Citizen_4250,F,1979-11-17,Business Owner,Low,9000004249
C04251,Citizen_4251,F,2009-12-24,Unemployed,High,9000004250
C04252,Citizen_4252,M,1967-02-10,Government Employee,Low,9000004251
C04253,Citizen_4253,M,1987-05-01,Farmer,Middle,9000004252
C04254,Citizen_4254,F,1990-02-27,Student,Middle,9000004253
C04255,Citizen_4255,F,1998-11-22,Farmer,High,9000004254
C04256,Citizen_4256,F,2004-03-25,Retired,High,9000004255
C04257,Citizen_4257,F,1999-01-06,Student,High,9000004256
C04258,Citizen_4258,M,2004-03-01,Business Owner,Middle,9000004257
C04259,Citizen_4259,M,1989-03-04,Unemployed,Low,9000004258
C04260,Citizen_4260,F,1985-12-01,Government Employee,Low,9000004259
C04261,Citizen_4261,M,1980-09-10,Agricultural Labour,High,9000004260
C04262,Citizen_4262,M,1971-10-11,Student,High,9000004261
C04263,Citizen_4263,F,1989-04-24,Retired,High,9000004262
C04264,Citizen_4264,M,1998-06-16,Student,Middle,9000004263
C04265,Citizen_4265,M,1996-11-27,Private Employee,Middle,9000004264
C04266,Citizen_4266,F,1977-11-03,Agricultural Labour,Low,9000004265
C04267,Citizen_4267,F,2003-04-13,Retired,Low,9000004266
C04268,Citizen_4268,M,2005-09-14,Private Employee,Middle,9000004267
C04269,Citizen_4269,F,2001-08-28,Unemployed,Low,9000004268
C04270,Citizen_4270,M,1970-06-18,Business Owner,High,9000004269
C04271,Citizen_4271,M,1973-04-01,Farmer,High,9000004270
C04272,Citizen_4272,M,1983-07-08,Farmer,High,9000004271
C04273,Citizen_4273,M,1996-03-21,Business Owner,High,9000004272
C04274,Citizen_4274,M,1992-08-08,Private Employee,Low,9000004273
C04275,Citizen_4275,M,1990-11-23,Government Employee,Low,9000004274
C04276,Citizen_4276,M,2000-08-08,Unemployed,Middle,9000004275
C04277,Citizen_4277,F,1994-06-05,Private Employee,Low,9000004276
C04278,Citizen_4278,F,1968-01-03,Retired,Low,9000004277
C04279,Citizen_4279,F,1968-09-16,Business Owner,High,9000004278
C04280,Citizen_4280,M,1987-11-23,Private Employee,Middle,9000004279
C04281,Citizen_4281,F,2008-04-21,Unemployed,Middle,9000004280
C04282,Citizen_4282,M,1970-10-24,Student,Middle,9000004281
C04283,Citizen_4283,F,1965-11-23,Farmer,Low,9000004282
C04284,Citizen_4284,F,1965-01-17,Agricultural Labour,High,9000004283
C04285,Citizen_4285,F,2004-09-25,Business Owner,High,9000004284
C04286,Citizen_4286,M,1968-07-06,Government Employee,High,9000004285
C04287,Citizen_4287,M,1960-04-14,Farmer,Middle,9000004286
C04288,Citizen_4288,M,1968-04-11,Farmer,Low,9000004287
C04289,Citizen_4289,M,1960-12-07,Business Owner,High,9000004288
C04290,Citizen_4290,M,2000-05-07,Retired,Middle,9000004289
C04291,Citizen_4291,M,1996-02-14,Private Employee,High,9000004290
C04292,Citizen_4292,M,1998-02-28,Unemployed,High,9000004291
C04293,Citizen_4293,F,1974-02-14,Unemployed,High,9000004292
C04294,Citizen_4294,F,1995-08-24,Business Owner,Low,9000004293
C04295,Citizen_4295,M,1973-01-09,Student,Middle,9000004294
C04296,Citizen_4296,F,1964-01-13,Agricultural Labour,Middle,9000004295
C04297,Citizen_4297,F,1976-10-15,Farmer,Low,9000004296
C04298,Citizen_4298,F,1978-12-11,Farmer,Low,9000004297
C04299,Citizen_4299,F,2006-11-04,Retired,Middle,9000004298
C04300,Citizen_4300,F,1969-10-14,Private Employee,High,9000004299
C04301,Citizen_4301,M,1997-03-10,Agricultural Labour,Low,9000004300
C04302,Citizen_4302,F,1960-06-27,Farmer,High,9000004301
C04303,Citizen_4303,F,1999-10-23,Unemployed,Low,9000004302
C04304,Citizen_4304,M,1967-06-27,Private Employee,High,9000004303
C04305,Citizen_4305,F,1983-03-23,Government Employee,High,9000004304
C04306,Citizen_4306,M,1968-11-26,Farmer,Middle,9000004305
C04307,Citizen_4307,M,1989-11-15,Business Owner,Low,9000004306
C04308,Citizen_4308,F,1977-12-02,Business Owner,Middle,9000004307
C04309,Citizen_4309,F,1971-06-24,Government Employee,High,9000004308
C04310,Citizen_4310,F,1962-02-03,Agricultural Labour,Middle,9000004309
C04311,Citizen_4311,M,1980-06-17,Unemployed,Low,9000004310
C04312,Citizen_4312,F,1988-12-18,Private Employee,Middle,9000004311
C04313,Citizen_4313,M,1974-02-15,Business Owner,High,9000004312
C04314,Citizen_4314,M,1975-01-09,Student,High,9000004313
C04315,Citizen_4315,M,2005-10-16,Agricultural Labour,High,9000004314
C04316,Citizen_4316,F,1964-05-27,Private Employee,Low,9000004315
C04317,Citizen_4317,M,1983-12-11,Business Owner,High,9000004316
C04318,Citizen_4318,F,1998-03-02,Student,High,9000004317
C04319,Citizen_4319,F,1996-07-15,Student,Middle,9000004318
C04320,Citizen_4320,F,1998-10-28,Agricultural Labour,Low,9000004319
C04321,Citizen_4321,M,2010-08-19,Government Employee,Low,9000004320
C04322,Citizen_4322,F,2008-06-15,Unemployed,Low,9000004321
C04323,Citizen_4323,F,1976-06-25,Agricultural Labour,Low,9000004322
C04324,Citizen_4324,F,1960-09-19,Student,High,9000004323
C04325,Citizen_4325,F,1962-02-12,Private Employee,Low,9000004324
C04326,Citizen_4326,M,2009-04-07,Unemployed,High,9000004325
C04327,Citizen_4327,F,1963-01-17,Government Employee,Middle,9000004326
C04328,Citizen_4328,F,1987-11-24,Agricultural Labour,Low,9000004327
C04329,Citizen_4329,M,1960-11-16,Business Owner,Middle,9000004328
C04330,Citizen_4330,M,2007-02-24,Government Employee,High,9000004329
C04331,Citizen_4331,F,1996-10-05,Retired,Low,9000004330
C04332,Citizen_4332,F,2004-07-02,Government Employee,Low,9000004331
C04333,Citizen_4333,F,2007-09-17,Student,Low,9000004332
C04334,Citizen_4334,F,2006-11-18,Unemployed,High,9000004333
C04335,Citizen_4335,M,1994-05-25,Government Employee,High,9000004334
C04336,Citizen_4336,F,1985-12-08,Farmer,High,9000004335
C04337,Citizen_4337,M,2001-01-16,Government Employee,Middle,9000004336
C04338,Citizen_4338,F,1999-10-20,Business Owner,Middle,9000004337
C04339,Citizen_4339,F,1989-11-21,Business Owner,Middle,9000004338
C04340,Citizen_4340,F,1967-01-15,Unemployed,High,9000004339
C04341,Citizen_4341,M,2007-07-05,Unemployed,High,9000004340
C04342,Citizen_4342,F,1978-11-08,Business Owner,Middle,9000004341
C04343,Citizen_4343,F,1996-02-23,Unemployed,Low,9000004342
C04344,Citizen_4344,F,1975-06-19,Government Employee,High,9000004343
C04345,Citizen_4345,F,2000-11-23,Farmer,Middle,9000004344
C04346,Citizen_4346,F,1983-09-28,Student,Middle,9000004345
C04347,Citizen_4347,M,2003-08-11,Unemployed,High,9000004346
C04348,Citizen_4348,M,1984-08-17,Business Owner,Low,9000004347
C04349,Citizen_4349,F,2003-01-16,Government Employee,Low,9000004348
C04350,Citizen_4350,F,2001-11-04,Retired,Middle,9000004349
C04351,Citizen_4351,F,1966-11-21,Government Employee,Middle,9000004350
C04352,Citizen_4352,M,2001-11-01,Retired,High,9000004351
C04353,Citizen_4353,M,1984-10-06,Private Employee,Low,9000004352
C04354,Citizen_4354,M,2005-12-17,Student,Middle,9000004353
C04355,Citizen_4355,M,1975-04-14,Student,Low,9000004354
C04356,Citizen_4356,F,2003-01-24,Private Employee,Low,9000004355
C04357,Citizen_4357,M,2008-03-27,Unemployed,Middle,9000004356
C04358,Citizen_4358,M,1970-08-08,Student,High,9000004357
C04359,Citizen_4359,F,1967-05-20,Retired,Low,9000004358
C04360,Citizen_4360,F,1998-12-02,Government Employee,Low,9000004359
C04361,Citizen_4361,M,1975-05-16,Retired,Low,9000004360
C04362,Citizen_4362,F,1987-10-11,Farmer,High,9000004361
C04363,Citizen_4363,M,2005-06-11,Student,Middle,9000004362
C04364,Citizen_4364,F,1962-03-02,Farmer,Middle,9000004363
C04365,Citizen_4365,M,1990-05-03,Government Employee,Middle,9000004364
C04366,Citizen_4366,F,1976-06-19,Business Owner,Middle,9000004365
C04367,Citizen_4367,F,1967-03-04,Government Employee,High,9000004366
C04368,Citizen_4368,M,2000-03-16,Farmer,Middle,9000004367
C04369,Citizen_4369,F,1961-08-24,Unemployed,Low,9000004368
C04370,Citizen_4370,M,1970-03-18,Government Employee,High,9000004369
C04371,Citizen_4371,M,1983-07-10,Business Owner,Middle,9000004370
C04372,Citizen_4372,F,1975-11-01,Business Owner,Middle,9000004371
C04373,Citizen_4373,F,1980-06-19,Student,Low,9000004372
C04374,Citizen_4374,M,1986-04-23,Student,Middle,9000004373
C04375,Citizen_4375,M,1991-08-16,Business Owner,Low,9000004374
C04376,Citizen_4376,M,2001-03-16,Unemployed,Low,9000004375
C04377,Citizen_4377,M,1976-11-27,Unemployed,Low,9000004376
C04378,Citizen_4378,M,1993-03-23,Government Employee,Middle,9000004377
C04379,Citizen_4379,F,2006-11-27,Private Employee,Middle,9000004378
C04380,Citizen_4380,M,1971-11-06,Private Employee,Low,9000004379
C04381,Citizen_4381,F,1983-06-22,Farmer,Middle,9000004380
C04382,Citizen_4382,M,1989-10-02,Unemployed,High,9000004381
C04383,Citizen_4383,F,1961-12-03,Student,High,9000004382
C04384,Citizen_4384,M,1971-01-02,Government Employee,High,9000004383
C04385,Citizen_4385,M,1976-05-20,Farmer,Middle,9000004384
C04386,Citizen_4386,F,1998-08-06,Agricultural Labour,Middle,9000004385
C04387,Citizen_4387,M,2006-02-18,Government Employee,High,9000004386
C04388,Citizen_4388,M,2008-11-27,Government Employee,High,9000004387
C04389,Citizen_4389,M,2007-10-06,Unemployed,High,9000004388
C04390,Citizen_4390,M,1967-01-28,Student,Low,9000004389
C04391,Citizen_4391,M,1990-02-06,Private Employee,Middle,9000004390
C04392,Citizen_4392,M,1963-09-05,Private Employee,High,9000004391
C04393,Citizen_4393,M,2001-08-15,Business Owner,Low,9000004392
C04394,Citizen_4394,F,2009-01-11,Business Owner,High,9000004393
C04395,Citizen_4395,F,1991-12-18,Retired,Low,9000004394
C04396,Citizen_4396,M,1963-07-07,Private Employee,Low,9000004395
C04397,Citizen_4397,M,1965-03-14,Farmer,Middle,9000004396
C04398,Citizen_4398,F,1986-12-14,Student,High,9000004397
C04399,Citizen_4399,F,1968-12-09,Retired,Middle,9000004398
C04400,Citizen_4400,M,1996-07-27,Farmer,High,9000004399
C04401,Citizen_4401,F,1976-08-05,Business Owner,Middle,9000004400
C04402,Citizen_4402,M,1983-08-07,Retired,High,9000004401
C04403,Citizen_4403,F,2004-05-16,Retired,High,9000004402
C04404,Citizen_4404,F,1960-08-01,Business Owner,Middle,9000004403
C04405,Citizen_4405,F,1990-08-15,Farmer,Middle,9000004404
C04406,Citizen_4406,M,1969-10-17,Retired,Low,9000004405
C04407,Citizen_4407,F,1969-07-17,Farmer,High,9000004406
C04408,Citizen_4408,M,1992-03-13,Agricultural Labour,High,9000004407
C04409,Citizen_4409,F,1976-02-15,Farmer,Low,9000004408
C04410,Citizen_4410,F,1972-08-03,Unemployed,Low,9000004409
C04411,Citizen_4411,F,1984-12-23,Unemployed,High,9000004410
C04412,Citizen_4412,M,2010-04-03,Unemployed,Middle,9000004411
C04413,Citizen_4413,F,1990-10-27,Student,High,9000004412
C04414,Citizen_4414,M,1969-08-19,Government Employee,Low,9000004413
C04415,Citizen_4415,M,2008-05-05,Student,Low,9000004414
C04416,Citizen_4416,F,2003-11-09,Agricultural Labour,Middle,9000004415
C04417,Citizen_4417,M,1965-10-20,Agricultural Labour,High,9000004416
C04418,Citizen_4418,F,1995-01-17,Retired,Low,9000004417
C04419,Citizen_4419,M,1990-01-23,Unemployed,Middle,9000004418
C04420,Citizen_4420,M,1983-03-02,Retired,Middle,9000004419
C04421,Citizen_4421,M,2006-01-16,Business Owner,Low,9000004420
C04422,Citizen_4422,F,1974-04-14,Student,High,9000004421
C04423,Citizen_4423,F,1998-07-15,Private Employee,High,9000004422
C04424,Citizen_4424,F,1986-02-22,Farmer,Middle,9000004423
C04425,Citizen_4425,M,1965-01-27,Farmer,Low,9000004424
C04426,Citizen_4426,F,1963-02-16,Student,Low,9000004425
C04427,Citizen_4427,M,1960-06-02,Private Employee,Middle,9000004426
C04428,Citizen_4428,F,1996-08-06,Government Employee,High,9000004427
C04429,Citizen_4429,M,1962-02-01,Private Employee,High,9000004428
C04430,Citizen_4430,F,1983-10-26,Retired,Middle,9000004429
C04431,Citizen_4431,F,2003-12-21,Student,High,9000004430
C04432,Citizen_4432,M,1998-07-11,Retired,High,9000004431
C04433,Citizen_4433,F,1976-03-12,Private Employee,Middle,9000004432
C04434,Citizen_4434,F,2002-11-06,Farmer,Middle,9000004433
C04435,Citizen_4435,M,1985-05-04,Student,High,9000004434
C04436,Citizen_4436,M,1988-05-02,Student,Low,9000004435
C04437,Citizen_4437,M,1975-08-25,Government Employee,Middle,9000004436
C04438,Citizen_4438,F,2010-07-24,Retired,Middle,9000004437
C04439,Citizen_4439,M,2007-11-13,Farmer,High,9000004438
C04440,Citizen_4440,F,1981-08-25,Agricultural Labour,Middle,9000004439
C04441,Citizen_4441,F,1998-11-02,Student,High,9000004440
C04442,Citizen_4442,F,1999-12-13,Agricultural Labour,Middle,9000004441
C04443,Citizen_4443,F,1997-10-02,Farmer,Low,9000004442
C04444,Citizen_4444,F,1992-07-06,Business Owner,High,9000004443
C04445,Citizen_4445,M,2003-06-15,Business Owner,Middle,9000004444
C04446,Citizen_4446,F,1961-10-20,Unemployed,Low,9000004445
C04447,Citizen_4447,M,1976-06-25,Government Employee,Middle,9000004446
C04448,Citizen_4448,M,1988-12-19,Agricultural Labour,Low,9000004447
C04449,Citizen_4449,M,1965-12-02,Student,High,9000004448
C04450,Citizen_4450,M,1994-05-14,Unemployed,High,9000004449
C04451,Citizen_4451,F,1998-04-27,Private Employee,Low,9000004450
C04452,Citizen_4452,M,1982-10-14,Agricultural Labour,High,9000004451
C04453,Citizen_4453,M,1963-11-15,Government Employee,High,9000004452
C04454,Citizen_4454,F,2004-09-01,Farmer,Low,9000004453
C04455,Citizen_4455,M,2002-07-09,Private Employee,Middle,9000004454
C04456,Citizen_4456,F,2002-03-01,Student,Middle,9000004455
C04457,Citizen_4457,F,1994-03-27,Retired,High,9000004456
C04458,Citizen_4458,M,2005-10-05,Agricultural Labour,Middle,9000004457
C04459,Citizen_4459,F,2003-05-20,Business Owner,Middle,9000004458
C04460,Citizen_4460,F,1984-01-10,Private Employee,High,9000004459
C04461,Citizen_4461,M,1989-02-16,Business Owner,High,9000004460
C04462,Citizen_4462,F,2010-03-03,Business Owner,Middle,9000004461
C04463,Citizen_4463,M,1989-03-16,Student,High,9000004462
C04464,Citizen_4464,M,1977-06-26,Private Employee,High,9000004463
C04465,Citizen_4465,M,1987-08-28,Unemployed,High,9000004464
C04466,Citizen_4466,F,1997-09-17,Retired,Middle,9000004465
C04467,Citizen_4467,F,1978-05-11,Business Owner,Middle,9000004466
C04468,Citizen_4468,F,1964-04-09,Farmer,Low,9000004467
C04469,Citizen_4469,M,2006-10-23,Government Employee,Middle,9000004468
C04470,Citizen_4470,M,2004-06-20,Unemployed,Low,9000004469
C04471,Citizen_4471,F,1981-11-03,Government Employee,Middle,9000004470
C04472,Citizen_4472,F,1975-09-20,Farmer,Low,9000004471
C04473,Citizen_4473,M,1977-09-10,Business Owner,Middle,9000004472
C04474,Citizen_4474,M,1987-12-26,Student,Middle,9000004473
C04475,Citizen_4475,M,1964-06-14,Unemployed,Low,9000004474
C04476,Citizen_4476,M,2004-04-28,Farmer,Middle,9000004475
C04477,Citizen_4477,M,2002-07-11,Business Owner,High,9000004476
C04478,Citizen_4478,M,1980-04-04,Unemployed,Low,9000004477
C04479,Citizen_4479,M,2005-03-15,Business Owner,Low,9000004478
C04480,Citizen_4480,M,1963-04-27,Retired,High,9000004479
C04481,Citizen_4481,M,2001-12-25,Retired,Low,9000004480
C04482,Citizen_4482,F,2000-11-06,Business Owner,Middle,9000004481
C04483,Citizen_4483,F,1982-07-07,Agricultural Labour,Low,9000004482
C04484,Citizen_4484,M,2000-02-07,Farmer,Middle,9000004483
C04485,Citizen_4485,M,1995-08-18,Farmer,Middle,9000004484
C04486,Citizen_4486,F,1964-06-23,Business Owner,Middle,9000004485
C04487,Citizen_4487,F,1992-07-13,Government Employee,Middle,9000004486
C04488,Citizen_4488,F,1980-12-27,Business Owner,Low,9000004487
C04489,Citizen_4489,M,1970-11-28,Private Employee,Middle,9000004488
C04490,Citizen_4490,M,1964-03-22,Unemployed,Middle,9000004489
C04491,Citizen_4491,M,1980-10-09,Unemployed,High,9000004490
C04492,Citizen_4492,F,1971-09-17,Private Employee,High,9000004491
C04493,Citizen_4493,F,1988-01-11,Private Employee,Low,9000004492
C04494,Citizen_4494,M,1965-11-08,Private Employee,High,9000004493
C04495,Citizen_4495,F,1965-12-25,Private Employee,Low,9000004494
C04496,Citizen_4496,M,1961-04-28,Unemployed,Middle,9000004495
C04497,Citizen_4497,F,1978-03-26,Retired,High,9000004496
C04498,Citizen_4498,F,1994-07-05,Unemployed,High,9000004497
C04499,Citizen_4499,F,1971-08-05,Retired,High,9000004498
C04500,Citizen_4500,F,1961-12-08,Private Employee,Low,9000004499
C04501,Citizen_4501,F,1988-09-08,Business Owner,Middle,9000004500
C04502,Citizen_4502,M,2007-01-14,Private Employee,High,9000004501
C04503,Citizen_4503,M,1974-05-21,Student,High,9000004502
C04504,Citizen_4504,F,1990-04-11,Unemployed,Low,9000004503
C04505,Citizen_4505,M,2001-03-28,Retired,Middle,9000004504
C04506,Citizen_4506,M,1963-05-11,Government Employee,Middle,9000004505
C04507,Citizen_4507,F,2005-10-16,Government Employee,Low,9000004506
C04508,Citizen_4508,M,2009-08-08,Private Employee,Low,9000004507
C04509,Citizen_4509,F,1988-01-10,Private Employee,Middle,9000004508
C04510,Citizen_4510,M,2008-12-05,Student,Middle,9000004509
C04511,Citizen_4511,F,1978-07-17,Government Employee,High,9000004510
C04512,Citizen_4512,F,1989-11-02,Business Owner,Low,9000004511
C04513,Citizen_4513,M,1986-08-18,Agricultural Labour,Middle,9000004512
C04514,Citizen_4514,F,2000-05-13,Retired,Low,9000004513
C04515,Citizen_4515,F,2010-06-13,Farmer,Middle,9000004514
C04516,Citizen_4516,F,1992-11-09,Unemployed,Middle,9000004515
C04517,Citizen_4517,M,1973-03-23,Private Employee,High,9000004516
C04518,Citizen_4518,M,2004-03-10,Student,Middle,9000004517
C04519,Citizen_4519,F,2004-08-01,Farmer,High,9000004518
C04520,Citizen_4520,F,1970-04-22,Business Owner,Middle,9000004519
